latitude,longitude,bright_ti4,bright_ti5,thermal_difference,frp,frp_log,confidence_score,hour,day_of_week,day_of_year,detection_count,days_detected,avg_frp,max_frp,persistence,ml_prediction,anomaly_score,ml_anomaly,ml_status,nearby_detections_5km,nearby_recurring_5km,nearby_persistent_5km,nearby_avg_frp,local_activity,target
8.42284,80.19805,333.02,290.25,42.76999999999998,3.15,1.423108334242607,0.66,7,1,237,1,1,3.15,3.15,Transient,1,0.3738226050315086,False,Normal Thermal Pattern,11,0,0,7.163636363636363,High Local Thermal Density,Agricultural Burning
10.77575,78.88298,305.38,283.61,21.769999999999985,1.6,0.9555114450274363,0.66,20,1,237,1,1,1.6,1.6,Transient,1,0.4610941359065222,False,Normal Thermal Pattern,1,0,0,2.77,Isolated Thermal Activity,Agricultural Burning
11.26698,80.00464,305.21,275.28,29.930000000000007,1.48,0.9082585601768908,0.66,20,1,237,6,6,3.0966666666666662,7.53,Recurring,-1,0.6053457100421219,True,ML Anomaly,5,5,0,3.4199999999999995,Recurring Local Activity,Agricultural Burning
12.2171,79.00295,299.01,272.29,26.71999999999997,0.9,0.6418538861723948,0.66,20,1,237,1,1,0.9,0.9,Transient,1,0.5276584769654269,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
12.91749,79.11784,304.36,281.42,22.94,0.7,0.5306282510621704,0.66,20,1,237,1,1,0.7,0.7,Transient,1,0.5047406711487488,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
8.47969,80.36192,332.81,284.05,48.75999999999999,10.08,2.405141681319138,0.66,7,2,238,2,1,10.26,10.44,Transient,1,0.4306939669098674,False,Normal Thermal Pattern,9,4,0,7.78888888888889,Recurring Local Activity,Industrial Fire
8.48021,80.36486,355.46,283.93,71.52999999999997,10.44,2.437115985951652,0.33,7,2,238,2,1,10.26,10.44,Transient,-1,0.5718001588908131,True,ML Anomaly,10,5,0,7.250000000000002,Recurring Local Activity,Industrial Fire
8.84246,80.37051,367.0,290.49,76.50999999999999,7.96,2.192770226986839,1.0,7,2,238,1,1,7.96,7.96,Transient,-1,0.5813878484090932,True,ML Anomaly,3,0,0,5.123333333333334,Isolated Thermal Activity,Agricultural Burning
8.9117,80.47472,338.16,289.9,48.26000000000005,11.6,2.533696813957432,0.66,7,2,238,1,1,11.6,11.6,Transient,1,0.4206465451517143,False,Normal Thermal Pattern,7,2,0,8.512857142857142,Recurring Local Activity,Industrial Fire
9.23741,80.32394,332.77,290.25,42.51999999999998,1.76,1.0152306797290584,0.66,7,2,238,1,1,1.76,1.76,Transient,1,0.4092531258657872,False,Normal Thermal Pattern,2,0,0,3.97,Isolated Thermal Activity,Agricultural Burning
9.27424,80.15481,330.55,289.88,40.670000000000016,2.74,1.3190856114264409,0.66,7,2,238,1,1,2.74,2.74,Transient,1,0.3796192342524258,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
9.34347,80.16696,346.15,290.17,55.97999999999996,6.12,1.9629077254238845,0.66,7,2,238,1,1,6.12,6.12,Transient,1,0.4042863100461973,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
9.39075,78.88336,336.06,291.74,44.31999999999999,2.89,1.358409157630355,0.66,7,2,238,5,2,4.298,4.69,Recurring,1,0.4301564894835913,False,Normal Thermal Pattern,5,4,0,5.428,Recurring Local Activity,Agricultural Burning
9.43175,80.37721,330.8,291.89,38.910000000000025,7.51,2.1412419425852827,0.66,7,2,238,1,1,10.52,10.52,Transient,1,0.3895586103344287,False,Normal Thermal Pattern,38,2,12,7.547105263157894,Persistent Local Activity,Industrial Fire
9.44243,80.49594,331.63,293.33,38.30000000000001,5.77,1.912501086924184,0.66,7,2,238,1,1,5.77,5.77,Transient,1,0.3592787368071745,False,Normal Thermal Pattern,15,3,0,10.853333333333332,Recurring Local Activity,Agricultural Burning
9.45457,80.4912,333.31,292.57,40.74000000000001,16.03,2.834976494674597,0.66,7,2,238,3,1,17.003333333333334,18.95,Transient,1,0.4628704321758035,False,Normal Thermal Pattern,12,0,0,10.003333333333336,High Local Thermal Density,Industrial Fire
9.45557,80.49669,340.96,293.67,47.28999999999997,16.03,2.834976494674597,0.66,7,2,238,3,1,17.003333333333334,18.95,Transient,1,0.4612303537510596,False,Normal Thermal Pattern,12,0,0,10.003333333333336,High Local Thermal Density,Industrial Fire
9.45706,80.49337,343.5,293.49,50.00999999999999,18.95,2.9932291433358724,0.66,7,2,238,3,1,17.003333333333334,18.95,Transient,1,0.4821366241465084,False,Normal Thermal Pattern,12,0,0,9.760000000000003,High Local Thermal Density,Industrial Fire
10.38894,79.17622,330.34,292.83,37.50999999999999,5.0,1.791759469228055,0.66,7,2,238,1,1,5.0,5.0,Transient,1,0.3605413865868954,False,Normal Thermal Pattern,2,0,0,5.925,Isolated Thermal Activity,Agricultural Burning
11.74077,78.97653,347.16,294.02,53.14000000000004,3.99,1.6074359097634274,0.66,7,2,238,1,1,3.99,3.99,Transient,1,0.3967677726420513,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
11.7447,79.05466,333.07,295.21,37.860000000000014,1.51,0.9202827531436926,0.66,7,2,238,1,1,1.51,1.51,Transient,1,0.4011705958998846,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
11.26812,80.00212,308.67,282.57,26.100000000000023,1.51,0.9202827531436926,0.66,20,2,238,6,6,3.0966666666666662,7.53,Recurring,-1,0.5785376597715646,True,ML Anomaly,5,5,0,3.414,Recurring Local Activity,Agricultural Burning
11.80773,77.92281,307.55,279.96,27.590000000000032,1.42,0.883767540168595,0.66,20,2,238,10,5,2.316,3.41,Recurring,-1,0.5919610514507363,True,ML Anomaly,9,9,0,2.4155555555555552,Recurring Local Activity,Agricultural Burning
11.81676,77.91685,300.49,280.09,20.40000000000004,0.64,0.494696241836107,0.66,20,2,238,10,5,2.316,3.41,Recurring,-1,0.6151714611846492,True,ML Anomaly,9,9,0,2.5022222222222226,Recurring Local Activity,Agricultural Burning
9.41347,80.41784,328.41,288.67,39.74000000000001,3.85,1.5789787049493915,0.66,7,3,239,9,5,11.636666666666663,29.65,Recurring,-1,0.5530010037859636,True,ML Anomaly,56,20,12,8.6625,Persistent Local Activity,Agricultural Burning
9.08281,77.96626,331.57,294.28,37.29000000000002,3.55,1.5151272329628591,0.66,8,3,239,1,1,3.55,3.55,Transient,1,0.3531031995281536,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
9.18647,77.63859,330.03,292.53,37.5,0.83,0.6043159668533294,0.66,8,3,239,2,1,1.045,1.26,Transient,1,0.4335379782511598,False,Normal Thermal Pattern,1,0,0,1.26,Isolated Thermal Activity,Agricultural Burning
9.18691,77.63944,331.4,291.35,40.04999999999996,1.26,0.8153648132841945,0.66,8,3,239,2,1,1.045,1.26,Transient,1,0.4217814264405692,False,Normal Thermal Pattern,1,0,0,0.83,Isolated Thermal Activity,Agricultural Burning
9.20358,77.94232,343.32,296.38,46.94,4.47,1.6992786164338898,0.66,8,3,239,2,1,6.869999999999999,9.27,Transient,1,0.3693760804669401,False,Normal Thermal Pattern,1,0,0,9.27,Isolated Thermal Activity,Agricultural Burning
9.20698,77.93936,332.0,296.61,35.389999999999986,9.27,2.329227023940467,0.66,8,3,239,2,1,6.869999999999999,9.27,Transient,1,0.3726329359392002,False,Normal Thermal Pattern,1,0,0,4.47,Isolated Thermal Activity,Wildfire
9.38556,77.56399,330.37,292.71,37.660000000000025,4.92,1.7783364488959144,0.66,8,3,239,1,1,4.92,4.92,Transient,1,0.3530947308728135,False,Normal Thermal Pattern,1,0,0,3.24,Isolated Thermal Activity,Agricultural Burning
9.39247,80.4873,330.79,290.24,40.55000000000001,11.0,2.4849066497880004,0.66,8,3,239,1,1,11.0,11.0,Transient,1,0.4042303617026883,False,Normal Thermal Pattern,18,11,0,9.807222222222222,Recurring Local Activity,Industrial Fire
9.91148,78.28306,333.73,291.88,41.85000000000002,3.22,1.439835128047921,0.66,8,3,239,1,1,3.22,3.22,Transient,1,0.3611728323546502,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
10.05289,77.95028,355.42,292.05,63.370000000000005,11.04,2.488234439880675,0.66,8,3,239,1,1,11.04,11.04,Transient,1,0.4723770442801773,False,Normal Thermal Pattern,1,0,0,5.07,Isolated Thermal Activity,Wildfire
10.87824,77.60252,332.96,294.52,38.44,1.69,0.9895411936137476,0.66,8,3,239,1,1,1.69,1.69,Transient,1,0.386343215103531,False,Normal Thermal Pattern,1,0,0,7.34,Isolated Thermal Activity,Agricultural Burning
10.97389,77.72894,330.9,295.82,35.079999999999984,4.69,1.7387102481382395,0.66,8,3,239,1,1,4.69,4.69,Transient,1,0.3518145159953749,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
8.38569,80.18303,330.97,289.07,41.900000000000034,3.06,1.4011829736136414,0.66,8,4,240,2,2,2.88,3.06,Transient,1,0.3875652563028535,False,Normal Thermal Pattern,18,5,0,10.61111111111111,Recurring Local Activity,Agricultural Burning
8.49315,80.21699,334.7,291.02,43.68000000000001,5.37,1.851599469584072,0.66,8,4,240,1,1,5.37,5.37,Transient,1,0.3563681414096194,False,Normal Thermal Pattern,9,0,0,8.395555555555555,High Local Thermal Density,Agricultural Burning
8.56604,78.08351,332.18,303.65,28.53000000000003,1.94,1.0784095813505905,0.33,8,4,240,2,2,3.09,4.24,Transient,1,0.4771789513439765,False,Normal Thermal Pattern,2,0,0,3.87,Isolated Thermal Activity,Agricultural Burning
8.60504,80.46202,341.86,291.89,49.97000000000003,29.81,3.4278393126085764,0.66,8,4,240,6,2,13.891666666666666,29.81,Recurring,-1,0.579014021957816,True,ML Anomaly,10,5,0,15.573,Recurring Local Activity,Industrial Fire
8.60969,77.83566,339.17,306.85,32.31999999999999,6.03,1.9501867058225733,0.66,8,4,240,1,1,6.03,6.03,Transient,1,0.3575183410765627,False,Normal Thermal Pattern,2,0,0,6.475,Isolated Thermal Activity,Agricultural Burning
8.60984,80.46139,341.14,291.11,50.02999999999997,13.78,2.6932749155200555,0.66,8,4,240,6,2,13.891666666666666,29.81,Recurring,1,0.50528849551798,False,Normal Thermal Pattern,11,5,0,15.984545454545453,Recurring Local Activity,Industrial Fire
8.71279,77.97305,343.0,308.96,34.04000000000002,7.52,2.1424163408412245,0.66,8,4,240,1,1,7.52,7.52,Transient,1,0.3725802952791828,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
8.80825,80.01944,335.42,293.06,42.360000000000014,5.55,1.8794650496471603,0.66,8,4,240,2,1,5.654999999999999,5.76,Transient,1,0.351570722039254,False,Normal Thermal Pattern,4,0,0,3.93,Isolated Thermal Activity,Agricultural Burning
8.81104,80.01739,339.67,292.45,47.22000000000003,5.76,1.9110228900548727,0.66,8,4,240,2,1,5.654999999999999,5.76,Transient,1,0.3602583445705136,False,Normal Thermal Pattern,3,0,0,4.116666666666666,Isolated Thermal Activity,Agricultural Burning
8.85495,80.46632,341.25,293.81,47.44,7.05,2.0856720914304723,0.66,8,4,240,1,1,7.05,7.05,Transient,1,0.36292603595744,False,Normal Thermal Pattern,4,0,0,4.865,Isolated Thermal Activity,Agricultural Burning
8.86089,77.99239,337.56,308.96,28.600000000000023,3.92,1.5933085305042167,0.33,8,4,240,2,1,3.755,3.92,Transient,1,0.4434038070592535,False,Normal Thermal Pattern,2,0,0,4.449999999999999,Isolated Thermal Activity,Agricultural Burning
8.8614,77.99268,337.88,308.55,29.329999999999984,3.59,1.5238800240724537,0.33,8,4,240,2,1,3.755,3.92,Transient,1,0.4398135460548661,False,Normal Thermal Pattern,2,0,0,4.615,Isolated Thermal Activity,Agricultural Burning
8.99345,77.86612,337.63,307.56,30.07,4.63,1.728109442151599,0.66,8,4,240,1,1,4.63,4.63,Transient,1,0.3649662118637026,False,Normal Thermal Pattern,1,0,0,14.16,Isolated Thermal Activity,Agricultural Burning
9.05433,80.49529,334.06,295.79,38.26999999999998,8.53,2.254444717666111,0.66,8,4,240,1,1,8.53,8.53,Transient,1,0.3614779523886636,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Wildfire
9.06493,77.68907,340.71,305.91,34.799999999999955,4.13,1.6351056591826785,0.66,8,4,240,1,1,4.13,4.13,Transient,1,0.356579429593883,False,Normal Thermal Pattern,4,0,0,5.635,Isolated Thermal Activity,Agricultural Burning
9.0767,77.56914,338.85,306.27,32.58000000000004,4.9,1.7749523509116738,0.66,8,4,240,2,1,4.465,4.9,Transient,1,0.3544406264369035,False,Normal Thermal Pattern,1,0,0,4.03,Isolated Thermal Activity,Agricultural Burning
9.07731,77.57346,342.45,305.29,37.15999999999997,4.03,1.615419984111648,0.66,8,4,240,2,1,4.465,4.9,Transient,1,0.3576683895668167,False,Normal Thermal Pattern,1,0,0,4.9,Isolated Thermal Activity,Agricultural Burning
9.18652,77.78751,350.7,307.2,43.5,15.58,2.8081971497071487,0.66,8,4,240,1,1,15.58,15.58,Transient,1,0.4461167949538915,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Wildfire
9.26581,77.91255,344.05,295.15,48.900000000000034,5.95,1.9387416595767009,0.66,8,4,240,1,1,5.95,5.95,Transient,1,0.3651212514968741,False,Normal Thermal Pattern,2,0,0,7.535,Isolated Thermal Activity,Agricultural Burning
9.2775,78.39238,332.61,300.75,31.860000000000014,4.12,1.6331544390514163,0.66,8,4,240,3,1,4.03,4.12,Transient,1,0.3709240240441418,False,Normal Thermal Pattern,2,0,0,3.985,Isolated Thermal Activity,Agricultural Burning
9.27803,78.39629,348.85,302.26,46.59000000000003,4.12,1.6331544390514163,0.66,8,4,240,3,1,4.03,4.12,Transient,1,0.3967973867723464,False,Normal Thermal Pattern,2,0,0,3.985,Isolated Thermal Activity,Agricultural Burning
9.28223,78.3957,342.73,301.7,41.03000000000003,3.85,1.5789787049493915,0.66,8,4,240,3,1,4.03,4.12,Transient,1,0.3710689527178565,False,Normal Thermal Pattern,2,0,0,4.12,Isolated Thermal Activity,Agricultural Burning
9.33282,78.42058,341.42,303.56,37.860000000000014,6.56,2.0228711901914416,0.66,8,4,240,1,1,6.56,6.56,Transient,1,0.3526626965023658,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
9.37102,77.52661,334.6,305.85,28.75,3.24,1.4445632692438664,0.33,8,4,240,1,1,3.24,3.24,Transient,1,0.4315868536543163,False,Normal Thermal Pattern,1,0,0,4.92,Isolated Thermal Activity,Agricultural Burning
9.37401,78.6227,341.48,302.93,38.55000000000001,5.53,1.87640694328834,0.66,8,4,240,1,1,5.53,5.53,Transient,1,0.3475550931958275,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
9.40697,78.81196,338.76,301.08,37.68000000000001,3.78,1.5644405465033644,0.66,8,4,240,3,2,3.71,5.62,Transient,1,0.3769668256589463,False,Normal Thermal Pattern,3,0,0,4.163333333333333,Isolated Thermal Activity,Agricultural Burning
9.40914,78.81119,334.12,300.42,33.69999999999999,1.73,1.0043016091968684,0.66,8,4,240,3,2,3.71,5.62,Transient,1,0.4033344432921323,False,Normal Thermal Pattern,3,0,0,4.846666666666667,Isolated Thermal Activity,Agricultural Burning
9.4172,77.50932,337.26,307.6,29.659999999999968,3.45,1.4929040961781488,0.33,8,4,240,2,2,2.95,3.45,Transient,1,0.4589293900946715,False,Normal Thermal Pattern,1,0,0,2.45,Isolated Thermal Activity,Agricultural Burning
9.42099,80.38881,338.89,297.22,41.66999999999996,6.43,2.005525858729668,0.66,8,4,240,24,9,9.203333333333331,24.67,Persistent,-1,0.6128100138414374,True,ML Anomaly,48,12,11,8.139999999999999,Persistent Local Activity,Industrial Fire
9.43409,80.37614,339.95,297.81,42.13999999999999,8.25,2.224623551524334,0.66,8,4,240,1,1,10.52,10.52,Transient,1,0.3674765262994886,False,Normal Thermal Pattern,37,1,12,7.627027027027025,Persistent Local Activity,Industrial Fire
9.43479,80.3815,337.41,297.81,39.60000000000002,8.0,2.19722457733622,0.66,8,4,240,1,1,10.52,10.52,Transient,1,0.3672521907244204,False,Normal Thermal Pattern,40,4,12,7.602000000000001,Persistent Local Activity,Industrial Fire
9.53326,78.18642,344.34,307.81,36.52999999999997,11.28,2.5079719227189963,0.66,8,4,240,2,1,9.595,11.28,Transient,1,0.3984808268500733,False,Normal Thermal Pattern,1,0,0,7.91,Isolated Thermal Activity,Wildfire
9.53541,78.18616,344.4,306.73,37.66999999999996,7.91,2.187174241482718,0.66,8,4,240,2,1,9.595,11.28,Transient,1,0.3824682192012044,False,Normal Thermal Pattern,1,0,0,11.28,Isolated Thermal Activity,Agricultural Burning
9.55345,78.51564,341.09,308.43,32.65999999999997,54.45,4.015481713796376,0.66,8,4,240,1,1,54.45,54.45,Transient,-1,0.681675874226005,True,ML Anomaly,0,0,0,,Isolated Thermal Activity,Wildfire
9.68469,78.36857,345.19,307.1,38.089999999999975,13.95,2.704711299836696,0.66,8,4,240,1,1,13.95,13.95,Transient,1,0.4105493484328015,False,Normal Thermal Pattern,1,0,0,5.33,Isolated Thermal Activity,Wildfire
9.71987,77.97552,346.61,304.06,42.55000000000001,8.76,2.278292400425001,0.66,8,4,240,1,1,8.76,8.76,Transient,1,0.3824075041899316,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Wildfire
9.8426,78.13952,339.23,305.62,33.610000000000014,6.3,1.9878743481543453,0.66,8,4,240,1,1,6.3,6.3,Transient,1,0.3537094969911704,False,Normal Thermal Pattern,1,0,0,2.82,Isolated Thermal Activity,Agricultural Burning
9.88012,78.4716,335.03,303.66,31.369999999999948,2.73,1.316408233655724,0.66,8,4,240,1,1,2.73,2.73,Transient,1,0.3612070892758693,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
10.03975,77.97247,338.0,304.45,33.55000000000001,5.07,1.803358605071407,0.66,8,4,240,1,1,5.07,5.07,Transient,1,0.3486383746927484,False,Normal Thermal Pattern,1,0,0,11.04,Isolated Thermal Activity,Agricultural Burning
10.44864,79.65552,335.25,294.59,40.660000000000025,3.77,1.5623463049002495,0.66,8,4,240,1,1,3.77,3.77,Transient,1,0.3513109548030236,False,Normal Thermal Pattern,1,0,0,4.35,Isolated Thermal Activity,Agricultural Burning
10.53153,78.34397,332.5,295.32,37.18000000000001,2.69,1.3056264580524355,0.66,8,4,240,2,1,3.665,4.64,Transient,1,0.3595903730823567,False,Normal Thermal Pattern,1,0,0,4.64,Isolated Thermal Activity,Agricultural Burning
10.53212,78.34332,334.17,295.99,38.18000000000001,4.64,1.7298840655099674,0.66,8,4,240,2,1,3.665,4.64,Transient,1,0.3488376286598663,False,Normal Thermal Pattern,1,0,0,2.69,Isolated Thermal Activity,Agricultural Burning
11.16639,78.01994,337.01,299.49,37.51999999999998,3.13,1.4182774069729414,0.66,8,4,240,1,1,3.13,3.13,Transient,1,0.353154624749622,False,Normal Thermal Pattern,2,0,0,11.51,Isolated Thermal Activity,Agricultural Burning
11.23093,78.85033,335.32,296.68,38.63999999999999,1.73,1.0043016091968684,0.66,8,4,240,1,1,1.73,1.73,Transient,1,0.3866528978432301,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
11.09134,76.9546,332.31,299.78,32.53000000000003,5.04,1.7984040119467235,0.66,8,4,240,1,1,5.04,5.04,Transient,1,0.3500502249747103,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
11.48213,79.03663,337.21,293.55,43.65999999999997,2.53,1.2612978709452054,0.66,8,4,240,2,1,2.185,2.53,Transient,1,0.3787348270181607,False,Normal Thermal Pattern,1,0,0,1.84,Isolated Thermal Activity,Agricultural Burning
11.48553,79.03905,333.95,293.93,40.01999999999998,1.84,1.043804052173115,0.66,8,4,240,2,1,2.185,2.53,Transient,1,0.3889621898611716,False,Normal Thermal Pattern,1,0,0,2.53,Isolated Thermal Activity,Agricultural Burning
12.41271,77.18036,340.01,289.55,50.45999999999998,6.76,2.048982334195127,0.66,8,4,240,1,1,6.76,6.76,Transient,1,0.3739471010860387,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
12.65077,79.52586,340.98,297.05,43.93000000000001,18.17,2.953346557057553,0.66,8,4,240,1,1,18.17,18.17,Transient,1,0.4458062138882422,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Wildfire
13.32397,76.02139,332.09,294.29,37.79999999999996,6.95,2.0731719286662407,0.66,8,4,240,1,1,6.95,6.95,Transient,1,0.3602676317758555,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
8.03799,80.01488,333.74,295.98,37.75999999999999,4.84,1.7647307968401356,0.66,8,5,241,1,1,4.84,4.84,Transient,1,0.3462843759388058,False,Normal Thermal Pattern,5,0,0,14.43,High Local Thermal Density,Agricultural Burning
8.60741,77.97129,337.16,294.04,43.120000000000005,5.38,1.8531680973566984,0.66,8,5,241,7,6,9.955714285714285,22.28,Recurring,1,0.5085118326890706,False,Normal Thermal Pattern,8,6,0,9.23625,Recurring Local Activity,Agricultural Burning
8.64931,80.38313,332.53,291.16,41.36999999999995,2.38,1.2178757094949273,0.66,8,5,241,2,2,2.575,2.77,Transient,1,0.3936244215190793,False,Normal Thermal Pattern,15,0,0,7.252,High Local Thermal Density,Agricultural Burning
8.64932,77.84006,343.62,300.52,43.10000000000002,3.29,1.4562867329399256,0.66,8,5,241,1,1,3.29,3.29,Transient,1,0.3646713948197068,False,Normal Thermal Pattern,1,0,0,6.03,Isolated Thermal Activity,Agricultural Burning
8.69619,80.35628,341.85,281.54,60.31,6.39,2.0001277349601105,0.66,8,5,241,3,2,5.05,6.39,Transient,1,0.4562452070261614,False,Normal Thermal Pattern,8,0,0,5.7787500000000005,High Local Thermal Density,Industrial Fire
8.75016,78.08366,337.4,300.03,37.370000000000005,6.22,1.9768549529047348,0.66,8,5,241,1,1,6.22,6.22,Transient,1,0.3473123300599202,False,Normal Thermal Pattern,2,0,0,0.91,Isolated Thermal Activity,Agricultural Burning
8.75985,77.6738,337.27,304.89,32.379999999999995,1.58,0.947789398933526,0.66,8,5,241,1,1,1.58,1.58,Transient,1,0.3981642217855667,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
8.84902,80.38763,329.71,295.76,33.94999999999999,3.26,1.449269160281279,0.66,8,5,241,2,2,5.95,8.64,Transient,1,0.3876127084430026,False,Normal Thermal Pattern,3,0,0,6.62,Isolated Thermal Activity,Agricultural Burning
8.85074,80.42461,336.56,295.28,41.28000000000003,3.26,1.449269160281279,0.66,8,5,241,1,1,3.26,3.26,Transient,1,0.3555545246841382,False,Normal Thermal Pattern,4,0,0,6.3950000000000005,Isolated Thermal Activity,Agricultural Burning
8.8745,77.98587,338.37,303.04,35.329999999999984,5.31,1.8421356765531216,0.66,8,5,241,1,1,5.31,5.31,Transient,1,0.3450650760706887,False,Normal Thermal Pattern,2,0,0,3.755,Isolated Thermal Activity,Agricultural Burning
8.91108,80.4406,346.56,289.26,57.30000000000001,9.58,2.3589654264301534,0.66,8,5,241,2,2,9.205,9.58,Transient,1,0.4426017761072155,False,Normal Thermal Pattern,10,5,0,9.122,Recurring Local Activity,Industrial Fire
8.91688,80.43262,328.96,286.75,42.20999999999998,2.84,1.3454723665996355,0.66,8,5,241,5,4,8.476,18.71,Recurring,1,0.4970019191465901,False,Normal Thermal Pattern,11,4,0,9.421818181818182,Recurring Local Activity,Agricultural Burning
8.93593,80.3884,335.47,294.54,40.93000000000001,4.35,1.6770965609079151,0.66,8,5,241,2,1,5.015,5.68,Transient,1,0.3509729972327658,False,Normal Thermal Pattern,7,2,0,7.734285714285714,Recurring Local Activity,Agricultural Burning
8.93651,80.39246,333.11,295.95,37.160000000000025,5.68,1.8991179875485544,0.66,8,5,241,2,1,5.015,5.68,Transient,1,0.3471676980914902,False,Normal Thermal Pattern,10,5,0,6.936999999999999,Recurring Local Activity,Agricultural Burning
8.96052,77.90134,337.09,300.26,36.829999999999984,2.91,1.3635373739972745,0.66,8,5,241,1,1,2.91,2.91,Transient,1,0.3554237097438837,False,Normal Thermal Pattern,1,0,0,14.16,Isolated Thermal Activity,Agricultural Burning
9.02114,80.17536,335.22,287.78,47.440000000000055,6.05,1.9530276168241767,0.66,8,5,241,2,2,6.37,6.69,Transient,1,0.3950645084517724,False,Normal Thermal Pattern,2,0,0,4.6450000000000005,Isolated Thermal Activity,Agricultural Burning
9.17868,80.46647,337.39,289.77,47.620000000000005,8.73,2.2752138961979136,0.66,8,5,241,2,1,8.73,8.73,Transient,1,0.384600481056625,False,Normal Thermal Pattern,1,0,0,8.73,Isolated Thermal Activity,Wildfire
9.17927,80.47058,336.15,291.03,45.120000000000005,8.73,2.2752138961979136,0.66,8,5,241,2,1,8.73,8.73,Transient,1,0.3771047130075195,False,Normal Thermal Pattern,1,0,0,8.73,Isolated Thermal Activity,Wildfire
9.24698,80.31161,332.78,285.66,47.11999999999995,4.14,1.6370530794670737,0.66,8,5,241,1,1,4.14,4.14,Transient,1,0.3748458142072318,False,Normal Thermal Pattern,5,0,0,8.318000000000001,High Local Thermal Density,Agricultural Burning
9.39508,80.46182,332.28,279.8,52.47999999999996,3.77,1.5623463049002495,0.66,8,5,241,10,5,9.654,12.91,Recurring,-1,0.5597247216920849,True,ML Anomaly,28,19,0,10.3075,Recurring Local Activity,Agricultural Burning
9.41414,80.44216,334.1,276.82,57.28000000000003,5.16,1.8180767775454283,0.66,8,5,241,1,1,5.16,5.16,Transient,1,0.4493203087376964,False,Normal Thermal Pattern,46,26,8,9.157608695652172,Persistent Local Activity,Agricultural Burning
9.42272,78.75917,331.63,290.73,40.89999999999998,3.76,1.5602476682433286,0.66,8,5,241,1,1,3.76,3.76,Transient,1,0.3576181695671284,False,Normal Thermal Pattern,1,0,0,4.09,Isolated Thermal Activity,Agricultural Burning
9.43546,80.3385,336.38,279.62,56.75999999999999,6.99,2.0781907597781832,0.66,8,5,241,1,1,6.99,6.99,Transient,1,0.438509539551222,False,Normal Thermal Pattern,10,0,1,5.613,Persistent Local Activity,Industrial Fire
9.49544,78.76971,340.22,281.45,58.77000000000004,4.96,1.7850704810772584,0.66,8,5,241,1,1,4.96,4.96,Transient,1,0.4170226499014904,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
9.6286,78.5695,330.03,290.39,39.63999999999999,1.55,0.9360933591703348,0.66,8,5,241,2,1,1.55,1.55,Transient,1,0.405446462343005,False,Normal Thermal Pattern,1,0,0,1.55,Isolated Thermal Activity,Agricultural Burning
9.63193,78.56899,332.81,289.55,43.25999999999999,1.55,0.9360933591703348,0.66,8,5,241,2,1,1.55,1.55,Transient,1,0.4042230772622042,False,Normal Thermal Pattern,1,0,0,1.55,Isolated Thermal Activity,Agricultural Burning
9.6353,80.29417,336.56,296.95,39.610000000000014,3.98,1.6054298910365616,0.66,8,5,241,1,1,3.98,3.98,Transient,1,0.3476942812467439,False,Normal Thermal Pattern,1,0,0,4.8,Isolated Thermal Activity,Agricultural Burning
9.69329,77.82059,338.36,305.19,33.170000000000016,5.11,1.809926773183504,0.66,8,5,241,2,2,6.52,7.93,Transient,1,0.3753225576606539,False,Normal Thermal Pattern,1,0,0,7.93,Isolated Thermal Activity,Agricultural Burning
9.76454,80.26393,334.94,295.08,39.860000000000014,1.66,0.9783261227936076,0.66,8,5,241,1,1,1.66,1.66,Transient,1,0.3881814745691146,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
