latitude,longitude,bright_ti4,bright_ti5,thermal_difference,frp,frp_log,confidence_score,hour,day_of_week,day_of_year,detection_count,days_detected,avg_frp,max_frp,persistence,ml_prediction,anomaly_score,ml_anomaly,ml_status
8.05586,80.08471,332.63,288.96,43.670000000000016,5.2,1.824549292051046,0.66,8,5,262,2,1,5.2,5.2,Transient,1,0.36364158117900464,False,Normal Thermal Pattern
8.05652,80.08934,330.86,290.12,40.74000000000001,5.2,1.824549292051046,0.66,8,5,262,2,1,5.2,5.2,Transient,1,0.35871371367952964,False,Normal Thermal Pattern
8.21635,77.71369,338.33,300.06,38.26999999999998,6.2,1.9740810260220096,0.66,8,5,262,1,1,6.2,6.2,Transient,1,0.3471596401958496,False,Normal Thermal Pattern
8.582,78.07313,336.65,293.58,43.06999999999999,3.5,1.5040773967762742,0.66,8,5,262,1,1,3.5,3.5,Transient,1,0.3535660569460202,False,Normal Thermal Pattern
10.20214,78.45383,334.59,299.49,35.099999999999966,2.95,1.3737155789130306,0.66,8,5,262,1,1,2.95,2.95,Transient,1,0.3543124820265392,False,Normal Thermal Pattern
12.08997,76.92316,336.06,299.73,36.329999999999984,4.54,1.7119945007591924,0.66,8,5,262,1,1,4.54,4.54,Transient,1,0.34426884035047023,False,Normal Thermal Pattern
12.09817,76.74437,337.49,302.48,35.00999999999999,4.94,1.7817091333745536,0.66,8,5,262,1,1,4.94,4.94,Transient,1,0.34530804452375186,False,Normal Thermal Pattern
12.41293,80.09139,330.22,296.5,33.72000000000003,2.55,1.2669476034873244,0.66,8,5,262,1,1,2.55,2.55,Transient,1,0.36680976011274385,False,Normal Thermal Pattern
12.56155,76.31815,337.61,293.05,44.56,4.41,1.6882490928583902,0.66,8,5,262,1,1,4.41,4.41,Transient,1,0.3537741082509425,False,Normal Thermal Pattern
12.58635,77.62064,342.69,300.18,42.50999999999999,6.64,2.033397603178429,0.66,8,5,262,1,1,6.64,6.64,Transient,1,0.35596168103960196,False,Normal Thermal Pattern
8.46473,80.40571,302.55,283.11,19.44,2.76,1.324418957401803,0.66,20,5,262,5,2,6.744,9.48,Recurring,-1,0.5701338923008238,True,ML Anomaly
9.13704,77.80103,332.18,297.15,35.03000000000003,7.18,2.101692150614656,0.33,7,6,263,1,1,7.18,7.18,Transient,1,0.44927871173067097,False,Normal Thermal Pattern
9.32728,77.40293,334.27,297.87,36.39999999999998,9.11,2.31352503303238,0.66,7,6,263,1,1,9.11,9.11,Transient,1,0.37964541156338605,False,Normal Thermal Pattern
8.69127,80.45773,350.58,295.19,55.38999999999999,12.2,2.580216829592325,0.66,7,0,264,2,1,8.459999999999999,12.2,Transient,1,0.4286647879803588,False,Normal Thermal Pattern
8.69526,80.45707,330.87,294.76,36.110000000000014,4.72,1.7439688053917064,0.66,7,0,264,2,1,8.459999999999999,12.2,Transient,1,0.3808384714693975,False,Normal Thermal Pattern
13.34372,77.71157,336.99,293.54,43.44999999999999,5.53,1.87640694328834,0.66,7,0,264,2,1,7.775,10.02,Transient,1,0.36912034318630177,False,Normal Thermal Pattern
13.3439,77.7095,336.95,294.03,42.920000000000016,10.02,2.3997118037247684,0.66,7,0,264,2,1,7.775,10.02,Transient,1,0.38503266293780863,False,Normal Thermal Pattern
8.66142,78.05058,337.36,287.77,49.59000000000003,3.93,1.5953389880545987,0.66,7,1,265,1,1,3.93,3.93,Transient,1,0.38242860641730086,False,Normal Thermal Pattern
8.67295,77.47455,337.27,286.31,50.95999999999998,14.12,2.716018370751387,0.66,7,1,265,2,1,14.12,14.12,Transient,1,0.4567097057984867,False,Normal Thermal Pattern
8.67955,77.47332,355.6,288.24,67.36000000000001,14.12,2.716018370751387,0.33,7,1,265,2,1,14.12,14.12,Transient,-1,0.5711880278591374,True,ML Anomaly
9.08463,80.3308,330.56,291.7,38.860000000000014,4.63,1.728109442151599,0.66,7,1,265,1,1,4.63,4.63,Transient,1,0.3639765949827288,False,Normal Thermal Pattern
11.26746,80.00343,303.47,265.91,37.56,2.32,1.199964782928397,0.66,19,1,265,6,6,3.0966666666666662,7.53,Recurring,-1,0.6328710384391514,True,ML Anomaly
12.7465,77.62124,308.43,277.04,31.389999999999983,1.41,0.8796267475025635,0.66,19,1,265,4,4,1.1,1.69,Transient,-1,0.5577967111967062,True,ML Anomaly
9.26444,77.48404,308.03,266.6,41.42999999999995,1.15,0.7654678421395714,0.66,19,1,265,2,1,1.415,1.68,Transient,-1,0.5471968918080672,True,ML Anomaly
9.26447,77.48221,307.25,266.74,40.50999999999999,1.68,0.9858167945227652,0.66,19,1,265,2,1,1.415,1.68,Transient,-1,0.5414710796860869,True,ML Anomaly
8.81421,77.98473,331.35,296.21,35.14000000000004,1.76,1.0152306797290584,0.66,8,2,266,1,1,1.76,1.76,Transient,1,0.38295204972822033,False,Normal Thermal Pattern
8.83951,77.94158,336.76,296.24,40.51999999999998,10.74,2.4630018143999504,0.66,8,2,266,2,1,10.74,10.74,Transient,1,0.3793143381077489,False,Normal Thermal Pattern
8.83991,77.94456,367.0,298.06,68.94,10.74,2.4630018143999504,1.0,8,2,266,2,1,10.74,10.74,Transient,-1,0.5680957474709997,True,ML Anomaly
8.91761,78.07673,367.0,295.45,71.55000000000001,4.49,1.7029282555214391,1.0,8,2,266,4,1,5.175,7.43,Transient,-1,0.568127883243995,True,ML Anomaly
8.918,78.07979,332.21,294.37,37.839999999999975,4.49,1.7029282555214391,0.66,8,2,266,4,1,5.175,7.43,Transient,1,0.3775380933249441,False,Normal Thermal Pattern
8.91941,78.07498,332.18,294.55,37.63,4.29,1.665818245870208,0.66,8,2,266,4,1,5.175,7.43,Transient,1,0.38049870855420564,False,Normal Thermal Pattern
8.91982,78.07803,367.0,295.65,71.35000000000002,7.43,2.131796772013764,1.0,8,2,266,4,1,5.175,7.43,Transient,-1,0.5741665409123798,True,ML Anomaly
9.0476,78.19106,331.03,288.67,42.35999999999996,1.45,0.8960880245566356,0.66,8,2,266,1,1,1.45,1.45,Transient,1,0.4055217638058577,False,Normal Thermal Pattern
