latitude,longitude,bright_ti4,bright_ti5,thermal_difference,frp,frp_log,confidence_score,hour,day_of_week,day_of_year,detection_count,days_detected,avg_frp,max_frp,persistence
9.4417,80.38611,333.88,305.23,28.649999999999977,3.15,1.423108334242607,0.33,7,0,243,1,1,10.52,10.52,Transient
9.44836,80.39847,332.98,305.51,27.470000000000027,3.02,1.3912819026309295,0.33,7,0,243,2,1,3.02,3.02,Transient
9.45276,80.39771,342.11,305.09,37.02000000000004,3.02,1.3912819026309295,0.66,7,0,243,2,1,3.02,3.02,Transient
9.52986,78.55909,344.82,295.68,49.139999999999986,10.57,2.448415541205585,0.66,7,0,243,1,1,10.57,10.57,Transient
9.6418,77.65417,330.61,299.92,30.689999999999998,2.09,1.128171090909654,0.66,7,0,243,1,1,2.09,2.09,Transient
9.65597,77.64645,331.61,303.13,28.480000000000018,4.33,1.673351238177753,0.33,7,0,243,2,1,5.865,7.4,Transient
9.65658,77.64974,339.31,304.18,35.129999999999995,7.4,2.128231705849268,0.66,7,0,243,2,1,5.865,7.4,Transient
9.71414,78.92452,340.23,296.96,43.27000000000004,2.93,1.3686394258811698,0.66,7,0,243,1,1,2.93,2.93,Transient
9.7306,78.41191,337.64,294.09,43.55000000000001,2.59,1.2781522025001875,0.66,7,0,243,1,1,2.59,2.59,Transient
9.76943,78.36863,332.83,289.29,43.539999999999964,3.13,1.4182774069729414,0.66,7,0,243,1,1,3.13,3.13,Transient
9.8097,77.88875,340.38,307.56,32.81999999999999,4.27,1.6620303625532709,0.66,7,0,243,1,1,4.27,4.27,Transient
10.04896,78.97438,339.72,301.32,38.400000000000034,8.45,2.2460147415056513,0.66,7,0,243,1,1,8.45,8.45,Transient
11.39743,78.70004,354.25,286.76,67.49000000000001,14.75,2.7568403652716422,0.66,7,0,243,1,1,14.75,14.75,Transient
12.1731,79.82799,339.93,294.09,45.84000000000003,8.65,2.2669579153508947,0.66,7,0,243,1,1,8.65,8.65,Transient
12.58453,79.64104,332.82,297.71,35.110000000000014,1.87,1.0543120297715298,0.66,7,0,243,1,1,1.87,1.87,Transient
12.70339,79.7732,340.67,298.26,42.410000000000025,6.14,1.965712776351493,0.66,7,0,243,1,1,6.14,6.14,Transient
12.81064,76.9621,329.86,275.93,53.93000000000001,5.58,1.884034745337226,0.66,7,0,243,1,1,5.58,5.58,Transient
13.29946,79.8628,341.58,299.8,41.77999999999997,2.73,1.3164082336557241,0.66,7,0,243,1,1,2.73,2.73,Transient
13.31914,79.92836,337.11,295.25,41.860000000000014,7.56,2.1471001901536506,0.66,7,0,243,2,1,6.685,7.56,Transient
13.3195,79.92703,339.93,295.66,44.26999999999998,5.81,1.918392120161421,0.66,7,0,243,2,1,6.685,7.56,Transient
13.38021,79.70301,333.34,298.87,34.46999999999997,4.52,1.7083778602890038,0.66,7,0,243,1,1,4.52,4.52,Transient
13.41108,80.26926,332.33,296.76,35.56999999999999,1.98,1.091923300517313,0.66,7,0,243,1,1,1.98,1.98,Transient
13.46564,79.86813,341.58,297.63,43.94999999999999,10.54,2.4458192610799534,0.66,7,0,243,1,1,10.54,10.54,Transient
12.80597,77.4342,303.35,281.03,22.32000000000005,1.99,1.095273387402595,0.66,20,0,243,2,2,1.325,1.99,Transient
13.04406,77.66707,304.66,288.69,15.970000000000027,0.53,0.4252677354043441,0.66,20,0,243,1,1,0.53,0.53,Transient
13.39139,80.10024,308.06,289.62,18.439999999999998,1.4,0.8754687373538999,0.66,20,0,243,3,3,1.4066666666666665,2.02,Transient
13.39185,80.07369,307.57,292.82,14.75,1.15,0.7654678421395714,0.66,20,0,243,1,1,1.15,1.15,Transient
8.11107,79.86932,310.67,292.79,17.879999999999995,1.7,0.9932517730102833,0.66,20,0,243,1,1,1.7,1.7,Transient
8.17575,80.37391,309.36,291.5,17.860000000000014,1.19,0.7839015438284094,0.66,20,0,243,1,1,1.19,1.19,Transient
8.46689,80.25317,306.42,294.25,12.170000000000016,0.63,0.48858001481867097,0.66,20,0,243,1,1,0.63,0.63,Transient
8.74081,78.09372,309.71,295.3,14.409999999999968,0.88,0.6312717768418579,0.66,20,0,243,2,1,0.91,0.94,Transient
8.7414,78.08978,308.15,295.37,12.779999999999973,0.94,0.6626879730752367,0.66,20,0,243,2,1,0.91,0.94,Transient
8.86698,78.1198,308.69,296.2,12.490000000000009,0.48,0.3920420877760237,0.66,20,0,243,1,1,0.48,0.48,Transient
9.06696,77.89515,314.44,295.57,18.870000000000005,0.92,0.6523251860396903,0.66,20,0,243,1,1,0.92,0.92,Transient
10.26561,78.37807,308.2,294.61,13.589999999999975,1.49,0.9122827104766162,0.66,20,0,243,1,1,1.49,1.49,Transient
10.41422,77.11642,320.12,290.43,29.689999999999998,2.48,1.247032293786383,0.66,20,0,243,1,1,2.48,2.48,Transient
11.08219,78.75288,315.78,292.3,23.47999999999996,1.2,0.7884573603642702,0.66,20,0,243,2,1,1.115,1.2,Transient
11.0839,78.75246,309.64,293.1,16.539999999999964,1.03,0.708035793053696,0.66,20,0,243,2,1,1.115,1.2,Transient
11.26925,80.00533,313.95,284.5,29.44999999999999,1.18,0.7793248768009976,0.66,20,0,243,6,6,3.0966666666666662,7.53,Recurring
11.81635,77.91774,305.18,293.35,11.829999999999984,1.96,1.085189268335969,0.66,20,0,243,10,5,2.316,3.41,Recurring
12.17032,78.99065,297.43,286.67,10.759999999999991,1.61,0.959350221334602,0.66,20,0,243,1,1,1.61,1.61,Transient
8.40674,80.25502,367.0,294.07,72.93,20.93,3.0878555624297968,1.0,7,1,244,1,1,20.93,20.93,Transient
8.41019,80.40926,330.06,293.49,36.56999999999999,3.7,1.547562508716013,0.66,7,1,244,1,1,3.7,3.7,Transient
8.42441,80.4514,335.35,293.71,41.64000000000004,4.99,1.7900914121273581,0.66,7,1,244,1,1,4.99,4.99,Transient
8.46535,80.39966,333.49,293.25,40.24000000000001,7.0,2.0794415416798357,0.66,7,1,244,5,2,6.744,9.48,Recurring
8.46566,80.3997,334.71,293.24,41.46999999999997,9.48,2.349468678892896,0.66,7,1,244,5,2,6.744,9.48,Recurring
8.46624,80.40448,336.17,291.02,45.150000000000034,7.32,2.1186622548331173,0.66,7,1,244,5,2,6.744,9.48,Recurring
8.46658,80.4045,338.18,291.45,46.73000000000002,7.16,2.0992441689760155,0.66,7,1,244,5,2,6.744,9.48,Recurring
8.60666,77.96648,345.72,293.74,51.98000000000002,16.02,2.834389123145228,0.66,7,1,244,7,6,9.955714285714285,22.28,Recurring
8.69465,78.05344,333.02,296.0,37.01999999999998,5.99,1.944480556245719,0.66,7,1,244,2,2,3.64,5.99,Transient
9.02386,80.16743,343.87,294.87,49.0,6.69,2.0399207835175526,0.66,7,1,244,2,2,6.37,6.69,Transient
9.1143,80.27499,338.23,297.66,40.56999999999999,6.34,1.9933388426264242,0.66,7,1,244,2,2,4.6,6.34,Transient
9.25305,80.2723,337.98,298.23,39.75,16.27,2.848970892158587,0.66,7,1,244,3,2,12.01,16.27,Transient
9.25485,80.28175,339.79,298.03,41.76000000000005,11.2,2.501435951739211,0.66,7,1,244,3,2,12.01,16.27,Transient
9.39192,80.43458,339.99,296.83,43.160000000000025,8.13,2.211565694606877,0.66,7,1,244,6,5,5.973333333333334,8.13,Recurring
9.41682,80.40154,355.11,298.05,57.06,17.61,2.9236990706541595,0.66,7,1,244,24,9,9.203333333333331,24.67,Persistent
9.41771,80.39689,332.31,297.25,35.06,8.13,2.211565694606877,0.66,7,1,244,24,9,9.203333333333331,24.67,Persistent
9.4186,80.40147,349.15,297.98,51.16999999999996,8.13,2.211565694606877,0.66,7,1,244,24,9,9.203333333333331,24.67,Persistent
9.42039,80.41064,335.58,296.58,39.0,12.21,2.580974118534234,0.66,7,1,244,9,5,11.636666666666663,29.65,Recurring
9.42457,80.40965,367.0,297.45,69.55000000000001,21.12,3.096482176654134,1.0,7,1,244,1,1,4.28,4.28,Transient
9.42543,80.41423,348.55,297.09,51.460000000000036,18.66,2.9785861147190205,0.66,7,1,244,1,1,4.28,4.28,Transient
9.42642,80.40956,367.0,297.61,69.38999999999999,12.21,2.580974118534234,1.0,7,1,244,1,1,4.28,4.28,Transient
9.42731,80.41415,336.19,297.09,39.10000000000002,16.15,2.8419981736119486,0.66,7,1,244,1,1,4.28,4.28,Transient
9.5339,80.38524,348.83,298.05,50.77999999999997,11.05,2.489064659936664,0.66,7,1,244,2,1,10.255,11.05,Transient
9.5355,80.38216,352.5,298.21,54.29000000000002,9.46,2.347558458636777,0.66,7,1,244,2,1,10.255,11.05,Transient
10.3891,79.27283,340.75,293.63,47.120000000000005,6.32,1.9906103279732201,0.66,7,1,244,1,1,6.32,6.32,Transient
10.77498,78.64761,339.35,298.22,41.129999999999995,9.28,2.330200260027019,0.66,7,1,244,1,1,9.28,9.28,Transient
11.14715,78.03418,342.27,292.94,49.329999999999984,8.84,2.286455711064162,0.66,7,1,244,2,1,11.51,14.18,Transient
11.15095,78.03052,334.43,293.33,41.10000000000002,14.18,2.719978771967484,0.66,7,1,244,2,1,11.51,14.18,Transient
11.23065,78.08495,331.82,295.11,36.70999999999998,5.38,1.8531680973566984,0.66,7,1,244,1,1,5.38,5.38,Transient
11.84292,78.90423,338.89,296.6,42.289999999999964,12.68,2.615934912194404,0.66,7,1,244,1,1,12.68,12.68,Transient
12.70483,79.3057,335.48,295.2,40.28000000000003,4.05,1.6193882432872684,0.66,7,1,244,1,1,4.05,4.05,Transient
12.82289,79.10335,333.2,294.83,38.370000000000005,5.79,1.9154509415706047,0.66,7,1,244,1,1,5.79,5.79,Transient
12.9195,79.45843,337.1,290.6,46.5,4.66,1.7334238922150915,0.66,7,1,244,1,1,4.66,4.66,Transient
8.95145,77.77085,345.86,300.27,45.59000000000003,4.04,1.6174060820832772,0.66,8,1,244,2,1,4.075,4.11,Transient
8.95153,77.77248,336.6,300.01,36.59000000000003,4.11,1.631199404215613,0.66,8,1,244,2,1,4.075,4.11,Transient
9.11347,77.46972,367.0,299.16,67.83999999999997,9.51,2.3523271848888596,1.0,8,1,244,1,1,9.51,9.51,Transient
9.5979,77.7906,343.48,299.17,44.31,18.25,2.9575110607337933,0.66,8,1,244,2,1,15.4,18.25,Transient
9.59852,77.79555,335.09,296.83,38.25999999999999,12.55,2.60638654732571,0.66,8,1,244,2,1,15.4,18.25,Transient
10.01406,78.08731,332.78,297.7,35.079999999999984,3.52,1.5085119938441398,0.66,8,1,244,1,1,3.52,3.52,Transient
10.8313,78.8009,336.72,294.99,41.73000000000002,5.56,1.8809906029559975,0.66,8,1,244,1,1,5.56,5.56,Transient
9.56769,77.5301,311.36,286.65,24.710000000000036,3.24,1.4445632692438664,0.66,19,1,244,3,1,2.8266666666666667,3.24,Transient
9.57194,77.53596,318.87,286.52,32.35000000000002,2.62,1.2864740258376797,0.66,19,1,244,3,1,2.8266666666666667,3.24,Transient
9.57271,77.53027,304.62,286.81,17.810000000000002,2.62,1.2864740258376797,0.66,19,1,244,3,1,2.8266666666666667,3.24,Transient
9.58051,77.54716,331.25,289.78,41.47000000000003,3.82,1.572773928062509,0.66,19,1,244,5,1,4.892,6.72,Recurring
9.58125,77.54169,309.06,288.53,20.53000000000003,3.82,1.572773928062509,0.66,19,1,244,5,1,4.892,6.72,Recurring
9.58175,77.54842,322.31,289.54,32.76999999999998,6.28,1.9851308622085946,0.66,19,1,244,5,1,4.892,6.72,Recurring
9.58245,77.54297,326.75,289.94,36.81,6.72,2.0438143640366846,0.66,19,1,244,5,1,4.892,6.72,Recurring
9.58542,77.54805,310.36,289.06,21.30000000000001,3.82,1.572773928062509,0.66,19,1,244,5,1,4.892,6.72,Recurring
10.43844,77.555,304.16,290.23,13.930000000000007,0.47,0.3852624007906449,0.66,19,1,244,1,1,0.47,0.47,Transient
10.99405,79.23645,332.49,290.43,42.06,7.05,2.0856720914304723,0.66,19,1,244,1,1,7.05,7.05,Transient
11.26855,80.00151,320.92,291.48,29.439999999999998,7.53,2.143589361503588,0.66,19,1,244,6,6,3.0966666666666662,7.53,Recurring
11.42341,77.40266,324.28,290.37,33.90999999999997,1.92,1.0715836162801904,0.66,19,1,244,2,1,2.03,2.14,Transient
11.42617,77.40337,319.32,290.58,28.74000000000001,2.14,1.144222799920162,0.66,19,1,244,2,1,2.03,2.14,Transient
11.43303,77.16435,309.49,290.7,18.79000000000002,1.15,0.7654678421395714,0.66,19,1,244,1,1,1.15,1.15,Transient
11.59137,77.27103,348.16,283.6,64.56,3.82,1.572773928062509,0.66,19,1,244,3,2,2.8366666666666664,3.82,Transient
11.59178,77.26778,306.06,281.89,24.170000000000016,3.82,1.572773928062509,0.66,19,1,244,3,2,2.8366666666666664,3.82,Transient
12.29194,79.93996,319.76,289.14,30.620000000000005,5.06,1.801709800081223,0.66,19,1,244,2,1,5.385,5.71,Transient
12.29299,79.93951,323.45,289.13,34.31999999999999,5.71,1.9035989509835904,0.66,19,1,244,2,1,5.385,5.71,Transient
12.74623,77.62025,303.7,286.49,17.20999999999998,0.65,0.5007752879124893,0.66,19,1,244,4,4,1.1,1.69,Transient
12.7745,80.06129,307.55,288.41,19.139999999999986,2.27,1.184789984909162,0.66,19,1,244,1,1,2.27,2.27,Transient
8.44677,80.39247,311.66,288.1,23.560000000000002,1.85,1.0473189942805592,0.66,19,1,244,2,1,1.525,1.85,Transient
8.45078,80.39306,304.02,285.45,18.569999999999993,1.2,0.7884573603642702,0.66,19,1,244,2,1,1.525,1.85,Transient
8.00502,80.37047,334.48,296.27,38.210000000000036,6.19,1.9726911717329554,0.66,8,2,245,3,1,8.596666666666666,13.41,Transient
8.00544,80.37373,340.09,296.69,43.39999999999998,6.19,1.9726911717329554,0.66,8,2,245,3,1,8.596666666666666,13.41,Transient
8.00556,80.37322,347.66,297.43,50.23000000000002,13.41,2.667922410011431,0.66,8,2,245,3,1,8.596666666666666,13.41,Transient
8.08506,80.08055,330.69,295.45,35.24000000000001,3.16,1.425515074273172,0.66,8,2,245,1,1,3.16,3.16,Transient
8.19724,79.91821,334.97,295.24,39.73000000000002,1.72,1.000631880307906,0.66,8,2,245,1,1,1.72,1.72,Transient
8.22195,79.94675,367.0,296.46,70.54000000000002,14.84,2.7625383863862796,1.0,8,2,245,1,1,14.84,14.84,Transient
8.31578,80.28963,335.94,296.2,39.74000000000001,3.62,1.5303947050936475,0.66,8,2,245,2,1,3.785,3.95,Transient
8.31593,80.2891,330.58,296.07,34.50999999999999,3.95,1.599387576580599,0.66,8,2,245,2,1,3.785,3.95,Transient
8.32674,80.29144,330.4,296.62,33.77999999999997,3.8,1.5686159179138452,0.66,8,2,245,1,1,3.8,3.8,Transient
8.3931,80.18663,330.78,297.0,33.77999999999997,2.7,1.308332819650179,0.66,8,2,245,2,2,2.88,3.06,Transient
8.40145,80.32819,330.0,296.28,33.72000000000003,3.52,1.5085119938441398,0.66,8,2,245,2,2,3.33,3.52,Transient
8.40271,80.21823,351.71,297.27,54.44,9.82,2.3813962734183356,0.66,8,2,245,4,2,8.0825,10.26,Transient
8.40315,80.22147,335.06,296.61,38.44999999999999,8.58,2.259677591982769,0.66,8,2,245,4,2,8.0825,10.26,Transient
8.40331,80.21985,367.0,298.11,68.88999999999999,10.26,2.421256622711544,1.0,8,2,245,4,2,8.0825,10.26,Transient
8.41479,80.38741,351.62,295.24,56.379999999999995,11.89,2.556451816951096,0.66,8,2,245,1,1,11.89,11.89,Transient
8.41731,80.32602,336.64,291.87,44.76999999999998,6.67,2.0373166153791646,0.66,8,2,245,4,3,5.452500000000001,7.71,Transient
8.49523,77.96259,352.28,301.69,50.589999999999975,25.01,3.25848107946056,0.66,8,2,245,1,1,25.01,25.01,Transient
8.51248,80.39674,340.13,296.46,43.670000000000016,8.26,2.225704048658088,0.66,8,2,245,1,1,8.26,8.26,Transient
8.51999,80.37193,367.0,293.82,73.18,20.76,3.080073421987742,1.0,8,2,245,1,1,20.76,20.76,Transient
8.59435,80.45303,367.0,299.0,68.0,68.81,4.24577726598231,1.0,8,2,245,1,1,68.81,68.81,Transient
8.6472,77.50002,340.26,304.49,35.76999999999998,3.96,1.601405740736836,0.66,8,2,245,1,1,3.96,3.96,Transient
8.66132,80.46508,340.68,295.76,44.920000000000016,5.67,1.8976198599275322,0.66,8,2,245,2,1,10.54,15.41,Transient
8.66491,80.46529,367.0,297.41,69.58999999999997,15.41,2.7978909051019993,1.0,8,2,245,2,1,10.54,15.41,Transient
8.68837,80.35244,338.27,295.21,43.06,4.09,1.6272778305624314,0.66,8,2,245,3,2,5.05,6.39,Transient
8.69902,80.35105,332.53,296.32,36.20999999999998,4.67,1.7351891177396608,0.66,8,2,245,3,2,5.05,6.39,Transient
8.70691,80.45286,331.87,294.74,37.129999999999995,1.52,0.9242589015233319,0.66,8,2,245,1,1,1.52,1.52,Transient
8.75334,80.36287,337.55,295.92,41.629999999999995,5.37,1.851599469584072,0.66,8,2,245,2,1,6.27,7.17,Transient
8.7549,80.36384,349.94,296.63,53.31,7.17,2.1004689088719113,0.66,8,2,245,2,1,6.27,7.17,Transient
8.88936,77.75757,344.57,306.66,37.90999999999997,7.23,2.1077860146889784,0.66,8,2,245,1,1,7.23,7.23,Transient
8.95637,80.38986,331.37,293.22,38.14999999999998,2.82,1.3402504226184837,0.66,8,2,245,1,1,2.82,2.82,Transient
8.98586,77.47747,338.9,304.56,34.339999999999975,3.8,1.5686159179138452,0.66,8,2,245,1,1,3.8,3.8,Transient
9.04555,77.72089,341.89,305.84,36.05000000000001,5.52,1.8748743759385615,0.66,8,2,245,2,1,5.55,5.58,Transient
9.04664,77.71947,339.28,306.41,32.86999999999995,5.58,1.884034745337226,0.66,8,2,245,2,1,5.55,5.58,Transient
9.12569,77.41118,334.03,303.06,30.96999999999997,2.64,1.2919836816486494,0.66,8,2,245,1,1,2.64,2.64,Transient
9.22418,80.3151,339.65,294.55,45.099999999999966,3.8,1.5686159179138452,0.66,8,2,245,1,1,3.8,3.8,Transient
9.399,80.39297,367.0,295.43,71.57,9.23,2.325324579963535,1.0,8,2,245,4,2,6.3225,9.23,Transient
9.40128,80.39021,334.64,295.51,39.129999999999995,6.43,2.005525858729668,0.66,8,2,245,4,2,6.3225,9.23,Transient
9.40174,80.39365,355.52,296.04,59.47999999999996,6.43,2.005525858729668,0.66,8,2,245,4,2,6.3225,9.23,Transient
9.41664,80.35916,337.76,296.21,41.55000000000001,3.24,1.4445632692438664,0.66,8,2,245,3,2,3.2133333333333334,4.16,Transient
9.41911,80.42213,342.87,296.01,46.860000000000014,4.51,1.706564623164823,0.66,8,2,245,9,5,11.636666666666663,29.65,Recurring
9.41925,80.37983,333.82,295.94,37.879999999999995,3.58,1.5216989981260935,0.66,8,2,245,24,9,9.203333333333331,24.67,Persistent
9.42202,80.35846,343.0,295.69,47.31,4.16,1.6409365794934714,0.66,8,2,245,3,2,3.2133333333333334,4.16,Transient
9.44849,77.66959,341.36,308.53,32.83000000000004,21.3,3.104586678466073,0.66,8,2,245,4,2,15.5375,21.3,Transient
9.46896,78.68177,340.97,299.01,41.960000000000036,4.74,1.747459210331475,0.66,8,2,245,1,1,4.74,4.74,Transient
9.47225,80.49359,330.81,294.56,36.25,3.9,1.589235205116581,0.66,8,2,245,2,1,3.9,3.9,Transient
9.47271,80.49713,339.12,294.87,44.25,3.9,1.589235205116581,0.66,8,2,245,2,1,3.9,3.9,Transient
9.54636,80.36561,351.55,290.74,60.81,7.37,2.124653884501384,0.66,8,2,245,2,1,5.085,7.37,Transient
9.55174,80.36488,331.95,289.11,42.839999999999975,2.8,1.33500106673234,0.66,8,2,245,2,1,5.085,7.37,Transient
9.64176,80.31894,339.19,289.21,49.98000000000002,4.8,1.7578579175523736,0.66,8,2,245,1,1,4.8,4.8,Transient
9.72765,77.54507,344.84,307.1,37.73999999999995,27.73,3.3579418729911983,0.66,8,2,245,3,2,12.263333333333334,27.73,Transient
9.80838,77.4108,333.03,302.39,30.639999999999986,2.7,1.308332819650179,0.66,8,2,245,1,1,2.7,2.7,Transient
9.9884,77.44849,342.86,301.58,41.28000000000003,5.8,1.916922612182061,0.66,8,2,245,1,1,5.8,5.8,Transient
10.76591,78.63389,332.65,299.67,32.97999999999996,4.46,1.6974487897568136,0.66,8,2,245,1,1,4.46,4.46,Transient
10.86781,77.73611,336.59,302.33,34.25999999999999,2.79,1.332366019094335,0.66,8,2,245,2,1,4.529999999999999,6.27,Transient
10.86859,77.7392,338.51,301.4,37.110000000000014,6.27,1.9837562915454279,0.66,8,2,245,2,1,4.529999999999999,6.27,Transient
11.17819,77.71023,331.93,298.86,33.06999999999999,4.45,1.6956156086751528,0.66,8,2,245,1,1,4.45,4.45,Transient
11.72303,78.5864,332.6,293.09,39.51000000000005,5.77,1.9125010869241836,0.66,8,2,245,1,1,5.77,5.77,Transient
12.0616,77.02872,343.15,296.93,46.21999999999997,9.89,2.387844936944869,0.66,8,2,245,1,1,9.89,9.89,Transient
12.1201,79.1136,331.81,296.61,35.19999999999999,3.43,1.4883995840570443,0.66,8,2,245,1,1,3.43,3.43,Transient
12.42042,78.76832,336.12,288.62,47.5,3.86,1.5810384379124023,0.66,8,2,245,1,1,3.86,3.86,Transient
12.84747,79.90509,327.42,274.01,53.410000000000025,4.15,1.6389967146756448,0.66,19,2,245,4,1,3.28,4.15,Transient
12.84799,79.90044,306.77,275.44,31.329999999999984,4.15,1.6389967146756448,0.66,19,2,245,4,1,3.28,4.15,Transient
12.85352,79.90586,311.12,275.24,35.879999999999995,2.41,1.2267122912954254,0.66,19,2,245,4,1,3.28,4.15,Transient
12.85405,79.90118,300.05,275.19,24.860000000000014,2.41,1.2267122912954254,0.66,19,2,245,4,1,3.28,4.15,Transient
9.55277,77.52119,315.08,285.34,29.74000000000001,3.9,1.589235205116581,0.66,19,2,245,2,2,3.345,3.9,Transient
9.554,77.51099,305.24,284.49,20.75,2.91,1.3635373739972745,0.66,19,2,245,1,1,2.91,2.91,Transient
10.43311,77.06167,300.53,284.04,16.489999999999952,0.65,0.5007752879124893,0.66,21,2,245,2,2,7.715,14.78,Transient
11.5922,77.26511,306.72,261.9,44.82000000000005,0.87,0.6259384308664953,0.66,21,2,245,3,2,2.8366666666666664,3.82,Transient
8.04111,80.36721,335.65,299.88,35.76999999999998,4.65,1.7316555451583497,0.66,8,3,246,2,1,5.45,6.25,Transient
8.04166,80.36526,337.12,300.52,36.60000000000002,6.25,1.9810014688665833,0.66,8,3,246,2,1,5.45,6.25,Transient
8.10851,80.26566,335.08,300.44,34.639999999999986,6.21,1.9754689512968577,0.66,8,3,246,1,1,6.21,6.21,Transient
8.13681,80.30009,339.45,298.84,40.610000000000014,4.52,1.7083778602890038,0.66,8,3,246,2,1,5.08,5.64,Transient
8.14016,80.30169,338.92,299.5,39.420000000000016,5.64,1.8931119634883424,0.66,8,3,246,2,1,5.08,5.64,Transient
8.15791,80.28943,332.48,299.72,32.75999999999999,1.95,1.0818051703517284,0.66,8,3,246,1,1,1.95,1.95,Transient
8.24988,80.14448,330.46,300.45,30.00999999999999,3.79,1.5665304114228238,0.66,8,3,246,3,1,5.82,9.88,Transient
8.25367,80.14391,331.71,299.71,32.0,3.79,1.5665304114228238,0.66,8,3,246,3,1,5.82,9.88,Transient
8.26189,80.14746,337.03,299.16,37.86999999999995,9.88,2.3869262414277967,0.66,8,3,246,3,1,5.82,9.88,Transient
8.29792,80.23779,338.58,300.57,38.00999999999999,8.52,2.253394848803274,0.66,8,3,246,2,1,7.46,8.52,Transient
8.30173,80.23722,335.24,300.82,34.420000000000016,6.4,2.0014800002101243,0.66,8,3,246,2,1,7.46,8.52,Transient
8.34293,80.22649,335.59,300.74,34.849999999999966,8.01,2.1983350716202463,0.66,8,3,246,1,1,8.01,8.01,Transient
8.47183,80.29427,333.81,296.64,37.170000000000016,4.33,1.673351238177753,0.66,8,3,246,1,1,4.33,4.33,Transient
8.52691,80.46416,335.64,300.5,35.139999999999986,16.67,2.871868286331605,0.66,8,3,246,4,2,10.645,16.67,Transient
8.5717,80.36332,336.6,302.17,34.43000000000001,7.65,2.157559320943788,0.66,8,3,246,4,2,5.7775,7.65,Transient
8.6019,80.48138,334.03,300.12,33.90999999999997,11.17,2.498973906999436,0.66,8,3,246,6,2,13.891666666666666,29.81,Recurring
8.60403,80.47799,339.18,303.04,36.139999999999986,14.05,2.711377991194885,0.66,8,3,246,6,2,13.891666666666666,29.81,Recurring
8.60675,77.96529,339.2,303.99,35.20999999999998,4.94,1.7817091333745536,0.66,8,3,246,7,6,9.955714285714285,22.28,Recurring
8.6072,80.47253,342.52,301.22,41.299999999999955,9.22,2.3243465847755584,0.66,8,3,246,6,2,13.891666666666666,29.81,Recurring
8.60831,80.47046,337.84,299.79,38.049999999999955,5.32,1.843719208158766,0.66,8,3,246,6,2,13.891666666666666,29.81,Recurring
8.61016,77.96478,338.69,304.46,34.23000000000002,3.89,1.5871923034867808,0.66,8,3,246,7,6,9.955714285714285,22.28,Recurring
8.6202,77.77351,354.2,313.01,41.19,23.1,3.1822118404966093,0.66,8,3,246,2,1,27.545,31.99,Transient
8.62075,77.77719,348.05,312.84,35.210000000000036,31.99,3.49620448524049,0.66,8,3,246,2,1,27.545,31.99,Transient
8.63179,80.41209,348.45,301.29,47.15999999999997,15.23,2.7868613815264998,0.66,8,3,246,2,2,11.51,15.23,Transient
8.74555,80.33832,334.07,298.9,35.170000000000016,5.26,1.8341801851120072,0.66,8,3,246,1,1,5.26,5.26,Transient
8.81242,78.05347,342.91,305.82,37.09000000000003,8.02,2.199444334074532,0.66,8,3,246,1,1,8.02,8.02,Transient
8.83873,77.68748,339.97,309.13,30.840000000000032,7.33,2.1198634561787513,0.66,8,3,246,1,1,7.33,7.33,Transient
8.86602,78.08418,348.47,306.22,42.25,13.83,2.696652156149841,0.66,8,3,246,4,3,10.7475,13.83,Transient
8.90981,80.42682,337.02,301.9,35.120000000000005,6.22,1.9768549529047348,0.66,8,3,246,5,4,8.476,18.71,Recurring
8.91155,80.35648,343.79,301.61,42.18000000000001,8.92,2.2945529212967815,0.66,8,3,246,2,1,8.344999999999999,8.92,Transient
8.91308,80.35413,342.71,301.13,41.579999999999984,7.77,2.1713368063840917,0.66,8,3,246,2,1,8.344999999999999,8.92,Transient
8.94545,77.81496,344.36,308.85,35.50999999999999,17.83,2.935451342669061,0.66,8,3,246,1,1,17.83,17.83,Transient
8.9933,78.1157,337.51,304.75,32.75999999999999,5.51,1.873339456220478,0.66,8,3,246,2,1,5.51,5.51,Transient
8.99674,78.11518,340.06,305.42,34.639999999999986,5.51,1.873339456220478,0.66,8,3,246,2,1,5.51,5.51,Transient
9.09089,79.79725,345.69,301.97,43.71999999999997,47.93,3.8903907053010323,0.66,8,3,246,1,1,47.93,47.93,Transient
9.1417,80.27109,339.59,299.36,40.22999999999996,5.97,1.9416152247724325,0.66,8,3,246,1,1,5.97,5.97,Transient
9.21627,78.64738,335.65,302.15,33.5,11.12,2.4948569806411682,0.66,8,3,246,1,1,11.12,11.12,Transient
9.25096,77.98447,343.73,303.2,40.53000000000003,48.71,3.906206120106581,0.66,8,3,246,1,1,48.71,48.71,Transient
9.38139,78.7643,336.4,299.81,36.589999999999975,4.09,1.6272778305624314,0.66,8,3,246,1,1,4.09,4.09,Transient
9.40306,80.45114,344.19,300.73,43.45999999999998,17.65,2.9258461460898246,0.66,8,3,246,2,2,12.114999999999998,17.65,Transient
9.40516,80.46627,340.88,300.69,40.19,11.33,2.512035317176253,0.66,8,3,246,10,5,9.654,12.91,Recurring
9.40838,80.46066,339.16,301.47,37.69,8.48,2.2491843162669305,0.66,8,3,246,10,5,9.654,12.91,Recurring
9.40985,78.81035,339.93,299.81,40.120000000000005,5.62,1.890095369948917,0.66,8,3,246,3,2,3.71,5.62,Transient
